user_id,song_id,rating
469,658,4
944,1275,3
105,3949,3
729,3512,4
359,1002,2
373,4934,2
569,1253,5
337,1194,3
570,3710,1
582,1293,4
569,3819,5
333,4966,3
373,3147,1
280,4375,3
474,4537,5
957,900,3
191,2737,2
745,4597,4
217,2216,2
453,69,5
288,3549,3
148,690,5
885,2452,5
704,1706,5
582,4306,5
174,1335,1
987,1644,2
581,4020,2
651,4932,3
164,4984,5
44,1760,2
555,1690,3
983,1725,2
107,4053,4
683,2695,3
749,4932,1
56,229,5
770,1670,2
38,3710,3
19,2673,4
881,4777,5
940,87,4
304,854,4
762,1461,1
522,1942,1
848,3188,4
927,2473,3
1,3501,4
6,2677,2
852,3924,3
680,68,2
940,1651,2
453,2079,3
279,1948,4
375,2937,5
526,1515,2
994,1232,2
359,2173,5
18,1877,5
166,2132,3
471,1554,1
995,4348,2
321,1575,4
939,2976,2
58,1319,2
740,4369,1
544,4641,1
967,1274,5
857,1216,2
503,3066,3
939,2738,1
250,1363,1
34,4657,4
66,1100,1
444,593,4
405,4029,5
310,3577,2
794,660,2
78,4712,1
597,892,4
746,1406,1
11,4187,4
42,3867,4
36,88,2
778,3799,3
625,1354,4
404,3799,5
723,2294,3
329,33,1
479,1096,1
448,1003,4
185,988,4
86,2137,1
78,476,4
822,183,5
216,1482,1
283,2153,1
387,3099,3
600,4717,2
365,3635,2
796,3786,2
637,2196,2
875,2464,4
250,1280,4
577,614,3
414,1187,5
778,2778,5
56,826,4
461,4785,2
2,2016,3
240,4649,3
900,4937,3
988,4441,5
889,3562,3
152,4284,5
598,2163,1
27,3506,1
543,2202,3
683,325,5
470,2182,4
429,4272,4
88,1667,4
206,3177,2
280,1892,5
583,1365,4
251,1987,4
493,75,5
597,1403,5
763,1625,1
7,2775,2
719,4780,5
965,235,1
959,2751,4
829,1964,4
443,1521,5
555,3583,4
255,2214,3
178,2742,1
265,1717,5
730,4953,1
603,3638,3
73,1251,3
969,2790,2
349,4956,4
708,1888,3
835,4938,3
11,3236,4
661,3454,4
944,3779,4
721,4439,4
366,917,3
191,3784,4
164,1355,2
223,3815,2
103,2422,5
410,2290,2
113,818,2
615,1657,1
115,1730,5
67,4021,3
763,3654,4
202,2874,1
614,1374,4
888,1377,4
938,626,2
142,3239,2
205,1127,2
157,142,5
740,2144,4
459,4169,3
774,3615,1
606,2537,1
83,2346,3
139,88,2
122,151,3
360,167,5
141,2528,5
721,1800,1
138,2986,2
444,510,2
651,141,5
605,417,5
607,1889,3
60,156,5
184,1549,1
520,793,4
43,4404,3
994,3041,5
64,526,5
687,1917,4
300,1442,4
77,349,2
114,3412,4
593,4749,1
138,739,2
384,3316,5
34,2629,4
730,355,4
131,4500,1
571,4903,1
45,1713,4
800,3485,2
522,3482,4
82,4864,4
447,3757,5
430,4721,3
972,483,2
649,3544,2
751,2236,4
689,4191,4
614,420,5
376,1760,1
325,4218,1
394,1210,1
273,2739,4
973,3656,4
201,33,4
343,1004,5
363,1644,2
71,490,4
866,2643,2
965,3075,1
673,1352,3
737,4558,1
997,4683,2
18,2342,5
439,313,4
753,1297,3
781,2454,1
430,2424,4
965,3222,1
784,3215,1
871,4906,3
728,1686,4
343,3201,2
146,1159,3
426,4574,5
551,208,5
719,779,5
815,3454,5
935,4284,2
77,2996,1
937,4291,3
253,3905,2
270,2136,2
426,1990,5
63,3644,5
48,4473,5
919,53,2
984,184,2
558,4449,2
508,1800,2
596,3303,5
691,220,2
75,4853,4
7,203,1
754,2382,3
856,3714,1
820,2135,5
168,2951,2
751,1409,2
148,4483,2
765,3371,3
785,621,2
98,175,1
827,1875,4
150,4941,1
601,4778,2
321,1656,3
463,1425,3
22,1961,1
905,2350,3
486,898,2
719,4951,4
700,3283,2
541,2492,3
465,3918,2
871,3129,1
622,2937,2
998,4665,4
56,2992,1
30,2056,3
159,1539,4
461,1993,3
337,4150,1
333,1526,2
803,458,5
201,3838,3
532,2472,3
850,121,1
805,3695,3
93,1977,1
356,580,2
92,1334,3
760,491,1
751,1665,4
515,133,5
899,3695,1
53,4038,2
318,4407,3
881,4658,4
602,654,4
552,3881,4
809,1552,2
530,3481,1
543,83,2
459,3432,1
297,1035,5
608,780,4
276,4423,1
297,649,5
20,2397,5
837,2067,5
854,816,3
689,2701,1
386,597,3
829,2379,4
436,4575,2
309,3204,2
167,914,1
936,930,2
522,1010,2
890,1161,1
140,4479,3
636,4580,5
159,2378,5
91,996,3
849,1622,5
318,3146,3
525,3182,3
676,1904,2
852,4918,4
811,3585,5
660,4707,2
746,4224,4
388,1980,3
475,1925,2
898,519,5
572,4422,1
514,3023,1
51,4715,4
188,2865,3
217,2220,5
622,1457,4
140,3496,3
373,4742,2
659,4159,1
997,2980,5
480,4117,1
181,2887,5
840,3619,3
13,2283,4
723,4689,5
544,3386,5
903,3489,4
541,3321,4
729,2837,1
83,231,3
151,4427,3
809,622,1
978,200,3
141,2265,1
25,2974,2
16,1931,3
388,4665,3
954,3886,4
305,4459,3
374,2919,1
363,3158,2
771,4199,5
194,395,4
897,2884,1
449,2224,2
524,1033,1
137,3927,1
600,1380,2
770,4129,2
144,3865,5
101,3351,4
847,3534,1
920,2580,4
551,2924,2
414,591,1
374,4281,5
408,464,3
749,1147,2
387,4086,5
648,2281,4
844,1378,5
616,1636,3
367,2430,2
128,893,5
740,2046,2
810,3496,5
836,2950,1
224,532,3
597,558,1
362,1590,2
765,2749,4
189,3498,4
17,3080,5
48,2522,2
352,3282,5
201,235,2
795,3137,3
577,3358,4
902,3175,2
328,1917,5
791,3274,3
246,2620,2
143,4652,3
766,3266,3
704,2416,5
314,1542,1
266,1611,2
718,3349,1
496,4485,1
603,2119,1
415,3194,2
577,2719,3
131,3651,5
175,4658,1
686,1304,5
656,4052,2
385,647,2
342,498,1
407,2081,5
166,2897,5
325,4234,1
372,2601,3
369,3957,5
289,286,3
256,2152,4
150,989,3
259,279,4
730,1947,4
204,2049,5
989,2742,4
145,2931,5
862,1349,4
270,1033,5
164,4191,4
763,1230,1
287,206,3
29,11,3
251,4030,4
30,2068,1
842,4061,1
955,4637,1
287,2760,4
967,724,5
613,4569,4
488,4066,3
900,4537,4
840,2256,3
282,4308,4
454,2528,3
467,2188,1
741,352,1
654,579,5
425,2987,1
305,1923,3
232,4177,4
379,3795,5
608,502,3
403,977,5
466,2,4
705,3244,1
331,2064,3
231,2906,1
443,4050,1
752,4823,1
350,2259,5
936,4062,1
782,4884,1
266,3721,2
98,2335,1
743,1861,1
621,3549,3
193,1024,5
584,1049,2
99,66,5
656,625,4
772,50,2
935,3039,1
471,4839,4
308,306,3
19,2136,3
316,1697,1
89,4201,3
773,3354,4
170,2957,4
257,4848,3
679,3939,2
155,272,3
263,4101,5
417,531,3
716,3328,2
617,1966,5
460,3527,5
672,4882,3
30,4909,1
517,1852,4
336,4351,4
234,3977,5
1000,3820,4
780,3617,4
50,61,4
87,3045,1
234,3297,4
961,3634,5
169,4612,4
545,1576,4
45,3779,4
313,1473,4
742,3509,5
68,3746,3
829,4377,3
893,3627,4
363,2550,1
957,1935,5
721,1267,5
680,4816,5
590,341,1
621,2096,2
879,3960,5
74,3922,1
659,4986,3
541,3274,3
240,4009,2
242,3846,3
279,3713,5
638,4829,3
730,758,1
580,4470,4
193,1838,2
744,267,4
758,4087,1
286,2865,1
10,2804,4
837,1392,4
174,1108,4
571,3622,4
983,426,3
184,4791,4
345,1928,1
145,264,4
402,974,2
914,847,3
380,3486,2
926,3540,2
954,1611,2
136,4150,3
630,2821,2
533,1315,5
221,2429,2
86,2664,3
509,4190,2
952,3222,2
583,1611,4
351,185,4
665,2439,4
162,3418,1
827,4669,3
743,1105,4
108,4118,1
388,370,5
76,3237,5
154,2491,2
922,2507,3
794,1125,3
256,164,5
107,700,4
21,475,3
638,3853,2
647,3731,4
644,2968,3
196,4668,1
20,3158,4
301,534,5
141,4422,5
142,236,1
696,3304,5
115,4771,2
579,4038,1
420,3520,1
448,1921,4
153,833,1
950,883,4
959,1776,1
388,2135,4
976,334,3
743,4889,5
974,2605,5
914,2196,1
978,972,1
103,349,1
282,4137,5
110,4667,4
505,694,5
175,2514,1
114,4808,5
586,3651,4
257,457,5
115,650,1
766,4088,3
868,2292,5
477,892,2
190,4890,5
545,4111,1
81,3052,1
526,1452,1
414,4413,4
379,4510,2
362,3087,3
638,2129,5
532,2816,2
48,4415,3
430,3505,3
401,4455,3
168,4054,2
133,2288,3
123,2946,5
570,1461,3
138,3103,4
519,378,2
171,3197,2
334,231,4
702,3948,1
952,2038,3
636,109,5
68,508,4
62,2756,2
325,4843,4
933,3647,2
585,3951,1
126,4431,4
741,495,4
471,1177,2
713,132,4
724,816,5
713,3457,1
257,538,1
509,3600,1
116,2395,1
627,1388,1
396,3692,1
842,4224,3
157,2728,4
174,1242,1
814,3143,5
773,4212,1
406,722,5
984,2157,5
464,1416,4
927,2126,1
738,4891,3
92,4640,1
366,1247,5
424,1160,5
483,3861,2
300,402,1
828,603,1
893,3924,3
568,369,2
666,3133,1
468,914,3
597,1528,5
323,1507,2
30,1605,5
511,1604,3
333,846,3
779,4829,4
608,4155,1
145,3280,4
4,3820,1
474,534,2
690,1878,2
969,807,2
672,356,2
849,2115,4
504,928,5
155,4314,2
52,4139,1
185,2585,2
572,347,4
380,2219,4
216,4664,2
914,2760,3
919,2252,1
871,3587,2
786,3609,1
450,2599,4
610,3534,3
976,705,1
374,4428,1
730,2128,1
383,306,4
145,943,1
823,4913,3
762,355,1
844,2149,4
727,3122,5
483,673,3
744,1866,2
78,4377,3
439,4433,1
469,4334,4
126,4242,4
396,2752,3
402,2694,1
365,4224,1
446,115,1
885,4661,3
364,2091,5
358,2441,3
575,4820,4
943,3896,4
210,3838,3
558,4884,2
601,782,2
412,194,1
139,359,4
320,4735,4
614,806,3
323,756,3
890,4718,5
361,4013,4
254,4259,3
73,4030,2
21,3461,3
131,2773,5
409,884,1
336,1482,3
206,1692,3
457,3098,3
289,2848,2
225,3520,4
129,4620,2
430,1506,3
682,3993,2
324,2024,1
663,1113,1
507,2358,1
188,1942,1
489,1627,2
508,4934,2
159,4891,1
53,1155,1
304,1749,5
632,1228,1
886,531,2
377,450,1
657,382,4
122,1188,1
114,2042,2
530,430,4
137,4259,5
833,459,4
628,2586,2
648,4442,3
208,4570,3
330,3175,3
839,2707,3
20,4406,4
535,2922,3
817,2748,2
991,4851,4
290,189,1
247,4579,2
851,2611,3
961,3799,1
739,2321,1
938,4599,3
7,1783,4
46,1435,2
755,225,3
988,3057,2
36,2790,2
226,2054,4
259,3332,3
759,3975,1
126,421,4
225,1318,2
817,3631,3
197,1665,4
142,589,4
344,403,3
105,3521,4
277,4473,5
962,1046,1
101,617,4
786,234,5
344,558,1
60,505,2
565,1993,4
393,3271,4
494,4658,2
157,1729,5
747,4152,1
2,4205,5
803,3813,3
414,1434,4
701,3823,3
719,682,3
210,3181,5
390,2376,3
854,142,1
910,3445,3
163,3541,4
792,1264,1
133,3992,2
942,2465,1
684,345,4
874,4465,5
313,219,4
225,4485,1
205,4458,1
420,827,2
559,547,1
559,3785,1
592,2569,1
469,2326,2
990,174,1
291,1114,3
687,883,1
899,3601,2
337,3787,1
202,2015,3
775,1537,2
368,2052,1
758,2179,4
997,482,3
224,373,4
516,3577,1
453,227,3
565,3794,1
615,2652,4
7,1728,1
42,3961,5
662,3185,2
600,1980,1
267,487,2
497,4995,2
417,3701,1
570,783,3
657,2650,3
11,1702,5
685,3751,5
110,1990,3
945,4255,4
915,806,3
447,4224,5
905,2076,5
950,4238,2
587,3454,5
39,2385,2
321,992,3
344,4589,2
810,1182,3
826,2659,4
263,587,4
981,2104,3
574,1775,5
204,904,2
238,1230,1
710,992,3
717,2743,4
971,4712,4
370,59,2
702,3898,5
462,1607,5
342,191,4
481,65,3
639,4651,1
403,4148,4
135,3588,2
686,2844,5
848,2387,4
187,823,5
18,1455,3
431,1840,2
348,3093,4
553,1296,2
872,2853,2
141,2260,3
377,3325,4
814,2502,5
911,134,5
497,333,2
343,2179,4
274,466,1
666,1111,1
122,2463,2
462,4536,1
451,855,2
485,172,1
998,833,1
297,4408,2
251,2565,2
991,4509,4
14,1667,3
842,3997,5
887,2042,2
898,4825,5
186,3886,5
148,3136,5
949,2274,2
542,2449,3
558,1950,5
349,4203,5
982,115,1
345,4985,1
878,4779,4
263,1886,5
958,612,4
819,641,1
9,2968,4
968,3418,4
574,4115,4
191,1250,2
19,370,3
237,4550,4
953,2775,3
490,5000,3
669,2929,1
390,283,4
144,4840,3
265,3806,2
291,332,3
701,3642,2
357,2222,2
797,4367,3
276,4734,3
289,938,4
229,332,5
740,1535,5
499,4447,3
995,4046,2
317,4189,3
435,412,1
394,2917,3
882,1768,3
547,3566,1
656,665,5
785,2684,4
870,3154,5
122,4254,5
83,4337,2
135,256,5
90,2104,2
383,2174,5
357,4881,3
99,1994,3
951,790,1
672,1753,3
875,63,2
926,781,1
268,965,2
662,2460,5
715,705,5
836,1323,3
928,3984,2
379,4881,2
757,533,1
301,4613,4
174,1642,5
997,4922,1
685,2349,2
100,2804,5
256,3255,3
395,3713,5
649,4302,3
392,84,4
311,2710,4
966,2147,2
474,3944,4
520,2553,3
341,3302,3
235,4159,2
42,2019,3
886,823,2
312,3444,2
668,3284,3
18,2346,3
43,3621,2
544,1674,5
554,950,1
78,3739,5
100,4300,2
289,4286,5
438,694,1
328,1574,3
351,2120,5
318,170,1
463,2545,2
842,3090,3
12,2070,5
213,4657,5
620,4547,5
344,3195,4
552,1219,4
326,1325,3
775,2114,3
609,1187,5
200,4256,2
734,2324,4
459,1696,2
367,3108,5
509,2016,2
581,3648,3
449,1885,3
247,1712,5
485,659,4
566,2102,3
212,4220,3
489,3370,1
9,2816,5
824,555,4
392,4560,3
252,2734,4
156,2636,5
282,4087,3
742,2551,3
642,4385,1
798,3052,1
787,441,1
308,3386,2
605,892,4
138,562,4
1,4226,2
827,2415,2
212,4901,2
245,3970,2
185,2109,4
885,2567,1
119,1475,4
285,3875,3
940,2688,5
221,1557,5
464,1494,4
657,2943,1
149,2716,4
392,4153,3
838,370,3
479,1701,1
150,797,3
696,464,4
646,3004,2
667,3862,1
600,2635,3
800,1011,4
323,104,4
173,3225,5
864,4132,5
559,4246,3
688,1267,3
953,248,3
726,866,4
872,4436,2
8,2119,4
567,611,1
243,4643,3
413,2095,3
709,1536,5
289,1376,3
183,4962,1
935,3728,3
810,3984,4
363,4420,3
982,3020,4
483,1506,1
196,2114,2
748,132,2
513,437,5
200,3459,1
832,2342,5
797,347,2
810,2965,3
851,2200,4
59,2830,3
357,4110,5
577,1657,4
173,645,4
470,2380,4
426,3564,2
858,2523,4
958,1237,3
147,973,2
666,2884,2
258,3660,5
513,2607,5
488,195,5
672,98,3
497,2310,5
201,4905,1
540,1280,5
263,1019,1
981,1347,3
95,3199,3
510,4057,1
401,299,1
764,1487,4
24,3574,5
441,2610,3
438,3128,5
197,4695,3
301,4897,1
367,2140,4
920,2471,5
718,2716,3
121,1899,3
945,3819,2
818,3839,4
967,2501,3
900,1496,4
818,3833,3
796,820,1
847,4519,5
856,1684,3
926,1480,5
649,2405,3
691,2616,2
189,249,4
32,4676,1
361,4188,4
48,1429,4
694,2652,3
551,4493,5
275,3490,1
649,2236,5
729,4810,3
142,1334,4
43,1023,2
358,1325,3
619,4884,5
191,3278,4
105,4684,2
761,1610,2
678,1888,2
802,4385,2
763,3324,3
617,918,1
479,4762,2
461,1435,5
729,1020,5
588,71,1
129,4715,4
149,3576,5
402,1182,4
471,137,1
291,645,5
47,3241,2
328,4256,3
704,463,5
262,4506,3
518,1593,5
821,542,5
115,1881,5
861,247,4
114,4951,2
218,2654,1
337,4833,3
164,2893,5
509,2790,4
743,2180,3
67,1491,5
400,3979,1
724,1560,1
359,3024,1
634,4527,2
712,4144,5
816,4641,3
622,297,3
794,1951,3
292,3228,2
454,3154,2
73,3801,4
316,4196,4
778,1950,5
604,1659,3
95,3985,5
699,1957,2
830,2937,5
380,4652,2
456,3791,2
551,418,2
818,2813,3
54,1472,3
440,1599,4
938,1192,1
909,4067,1
923,3655,2
240,3211,5
440,605,3
256,354,2
58,3748,3
27,4528,1
703,773,2
748,1716,3
474,1528,3
26,936,4
564,1421,5
838,1841,1
827,1179,3
542,479,4
897,2838,1
137,3615,3
555,3775,2
13,1828,4
226,1276,2
94,2525,5
349,3670,3
983,2604,4
79,2322,1
202,3124,5
974,1403,5
53,1517,1
162,2478,1
41,780,5
742,4773,5
383,85,1
805,1276,3
83,2456,1
872,2763,4
820,2663,3
203,1875,4
960,3502,1
810,4884,3
333,6,4
828,2653,1
474,3113,2
714,4445,4
852,1677,5
407,3871,1
907,2290,2
608,3569,1
836,940,1
556,4029,2
75,17,5
707,192,4
472,2112,5
223,2755,5
403,625,4
971,443,1
378,1040,3
199,441,4
646,1990,3
756,4753,3
872,4275,5
120,4864,2
810,2050,2
957,3327,4
482,4640,1
162,2964,5
409,4520,2
122,2127,4
154,4858,5
867,3541,4
885,3033,4
559,3225,4
965,601,3
434,2870,2
299,507,3
966,168,5
176,3183,3
117,337,4
305,4535,3
945,2380,1
350,1563,1
73,4845,1
295,3824,4
480,1427,2
625,1205,5
624,3932,2
645,2127,4
387,1947,3
57,2521,1
941,2503,3
171,4001,2
59,4099,3
681,1124,3
585,94,4
257,2021,1
547,736,5
280,2907,2
719,3108,3
706,1492,2
475,3061,2
106,2075,2
538,2065,5
533,2882,1
201,2576,4
428,2687,5
520,1852,4
403,4598,5
675,2265,2
288,1415,4
127,4668,2
732,4016,2
667,1958,4
88,3180,4
189,770,2
542,3989,1
591,65,3
205,4755,4
955,1431,5
62,3160,2
80,3167,3
908,3446,2
864,4009,2
732,1183,5
934,125,3
889,3007,4
129,4018,3
588,2499,3
500,3562,5
787,4866,5
812,356,4
784,385,5
315,1246,4
754,869,3
819,663,1
798,3571,5
162,676,5
508,303,1
295,3825,2
29,1330,1
178,2595,4
520,471,3
784,3925,5
909,3482,3
974,4496,2
196,934,1
987,2350,5
157,2028,1
248,2977,3
816,3366,5
293,4208,3
564,2386,2
295,3452,2
117,2119,5
69,1049,2
200,4856,5
816,290,4
14,3030,5
772,499,5
118,4659,1
675,1562,4
67,3012,5
944,2414,3
332,1642,4
343,4186,4
26,3709,3
571,2551,5
184,1362,4
536,4170,1
498,3874,3
131,1685,1
480,2644,2
62,3972,4
95,2020,1
838,115,2
957,1060,2
343,4212,5
1,2424,2
811,412,3
518,658,3
424,3360,2
618,778,1
102,1054,1
697,4445,5
79,317,2
528,353,5
33,2751,1
193,3261,3
674,2528,3
912,1636,5
54,1987,2
850,2670,4
55,3481,5
808,595,5
980,2488,1
168,2883,2
788,1646,5
386,3172,4
223,3919,5
81,1358,4
332,782,3
442,779,5
655,4100,1
641,391,1
398,1163,3
432,1741,3
219,3921,5
230,4092,1
213,2978,5
962,4371,5
340,4914,1
905,3062,5
216,661,5
853,1177,3
541,3053,2
462,4015,3
741,4348,1
507,2873,4
855,2356,5
214,550,2
246,1334,2
391,4124,5
546,2041,4
818,4716,5
687,2835,5
18,3118,2
658,4614,2
762,1027,1
189,4938,5
821,859,5
80,302,2
933,15,5
488,4693,5
418,4694,3
114,716,1
541,2206,3
967,3883,2
690,702,4
358,656,3
742,4870,3
732,3537,4
442,1040,1
273,3237,3
66,2513,1
881,4372,3
863,1888,3
136,4028,1
37,903,5
625,1458,5
106,4556,4
514,2871,1
496,1992,5
93,1723,4
773,1902,3
45,1425,3
535,3131,1
890,1546,1
428,2697,2
753,1991,3
564,1450,2
838,2406,5
956,2604,4
90,3759,3
424,931,1
610,3511,4
174,2511,3
324,488,4
135,1517,5
21,3396,1
416,4846,5
12,390,3
116,830,2
834,581,1
375,1560,4
142,843,3
831,3681,3
335,582,3
725,1708,5
112,4823,1
358,3937,1
848,1718,2
277,2946,3
753,2180,3
765,2478,5
552,2098,4
961,3851,3
567,4926,4
363,3962,5
195,4251,3
23,4259,2
524,119,2
35,4909,4
929,726,5
491,1214,4
50,3296,5
970,4755,2
825,1277,3
334,2946,5
735,1009,2
868,451,5
883,4255,3
18,2919,4
861,3575,2
164,2192,2
877,2354,4
864,3186,2
515,641,2
142,454,3
317,1037,5
458,3094,1
173,76,3
189,732,3
475,3594,2
861,579,1
695,2517,1
295,4518,4
487,2233,2
775,1329,3
354,790,4
222,2952,4
